,Date,Country,City,State,Company,Type,Keywords
1291,2022-12-05,Mexico,Zapopan,Zapopan,Institute of Statistics and Geography,In process of analysis,"Jalisco, Government,Administration, Authority, Government, Public sector,Instituto de Información Estadística y Geográfica del Estado de Jalisco"
1292,2022-12-05,Netherlands,Schiedam,Schiedam,Mobile phone provider,In process of analysis,"Zuid-Holland,DELTA Mobiel, Caiway Mobiel"
1293,2022-12-05,Poland,Warsaw,Warsaw,Authority,In process of analysis,"Administration, Authority, Government, Public sector,Urząd Marszałkowski Województwa Mazowieckiego"
1294,2022-12-05,Sint Maarten,Philipsburg,Philipsburg,Energy supplier,In process of analysis,"Disposal, Utility,N.V. GEBE"
1295,2022-12-05,Togo,Lomé,Lomé,TV station,In process of analysis,"TV,New World TV"
1296,2022-12-06,Belgium,Antwerp,Antwerp,City government,In process of analysis,"Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,Digipolis"
1297,2022-12-06,Cuba,Havana,Havana,Ministry of Foreign Affairs,In process of analysis,"Government,Administration, Authority, Government, Public sector,Ministerio de Relaciones Exteriores de Cuba"
1298,2022-12-06,Germany,Osnabrück,NI,Logistics,In process of analysis,"Lower Saxony, Transportation,Clothing, Fashion,Logistics,Meyer & Meyer,OsnabrUck"
1299,2022-12-06,France,Peyrehorade,Peyrehorade,Ambulances,In process of analysis,"Nouvelle-Aquitaine, Département Landes, Healthcare,Ambulances des Trois Cantons"
1300,2022-12-06,India,Bangalore,Bangalore,IT security,In process of analysis,"Karnataka,CloudSEK"
1301,2022-12-06,Russia,Missing,Missing,Bank,In process of analysis,"Finance, Money,VTB"
1302,2022-12-07,France,Argenteuil,Argenteuil,Hospital,In process of analysis,"Île-de-France, Département Val-d’Oise, Healthcare,Clinic, Hospital,Centre Hospitalier d’Argenteuil"
1303,2022-12-07,USA,Galesburg IL,IL,College,In process of analysis,"Illinois, Knox County, College, University, Research,Knox College"
1304,2022-12-07,USA,Cincinnati OH,OH,Restaurants,In process of analysis,"Ohio, Hamilton County, Groceries, Food"
1305,2022-12-08,Canada,Orleans ON,ON,IT,In process of analysis,"Ontario,2NetworkIT"
1306,2022-12-08,Denmark,Copenhagen,Copenhagen,Ministry of Defense,In process of analysis,"Government,Administration, Authority, Government, Public sector,Armed Forces, Military,Forsvarsministeriet"
1307,2022-12-08,France,Caen,Caen,Regional council,In process of analysis,"Normandy, Département Calvados, Administration, Authority, Government, Public sector,Regional government,Région Normandie"
1308,2022-12-08,Netherlands,Vlissingen,Vlissingen,Educational institution,In process of analysis,"Zeeland,Scalda"
1309,2022-12-08,Netherlands,Leiden,Leiden,Temporary employment company,In process of analysis,"Zuid-Holland, College, University, Research,Universiteit Leiden / JobMotion B.V."
1310,2022-12-08,USA,New York City NY,NY,Opera,In process of analysis,"New York,Metropolitan Opera House (The Met)"
1311,2022-12-08,USA,Santa Monica CA,CA,Toys,In process of analysis,"California, Los Angeles County, Consumer goods,JAKKS Pacific, Inc."
1312,2022-12-08,USA,San José CA,CA,Payment service provider,In process of analysis,"California, Finance, Money,PayPal"
1313,2022-12-08,Austria,Vienna,Vienna,Concert hall,In process of analysis,Wiener Musikverein
1314,2022-12-08,Australia,Palm Beach NSW,NSW,Real estate agency,In process of analysis,"New South Wales, Real estate,LJ Hooker"
1315,2022-12-08,Germany,Nuremberg,BY,Schools,In process of analysis,"Bavaria, Nürnberg, Nurnberg"
1316,2022-12-10,France,Paris,Paris,Veterans,In process of analysis,"Armed Forces, Military,Office national des anciens combattants et des victimes de guerre (ONACVG)"
1317,2022-12-11,Germany,Bad Arolsen,HE,Hotels,In process of analysis,"Hesse, Landkreis Waldeck-Frankenberg, Travel, Tourism,H-Hotels.com"
1318,2022-12-11,Italy,Alfonsine,Alfonsine,Food,In process of analysis,"Emilia-Romagna, Provincia di Ravenna, Groceries, Food,Italia,Fruttagel"
1319,2022-12-11,Italy,Cadoneghe,Cadoneghe,Ovens,In process of analysis,"Regione del Veneto, Provincia di Padova, Italia,Unox"
1320,2022-12-12,Belgium,Diest,Diest,Municipality,In process of analysis,"Flemish Region, Vlaams-Brabant, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,Stad Diest"
1321,2022-12-12,Brazil,São Paulo,São Paulo,Regional council,In process of analysis,"Administration, Authority, Government, Public sector,Regional government,Conselho Regional de Engenharia, Arquitetura e Agronomia do Estado de São Paulo (Crea-SP)"
1322,2022-12-12,Colombia,Medellín,Medellín,Utility,In process of analysis,"Departamento de Antioquia, Disposal, Utility,Empresas Públicas de Medellín (EPM)"
1323,2022-12-12,Germany,Munich,BY,Insurance,In process of analysis,"Bavaria, München, Munchen, Finance, Money,WWK Versicherungen"
1324,2022-12-12,France,Saintes,Saintes,Housing association,In process of analysis,"Nouvelle-Aquitaine, Département Charente-Maritime, Real estate,Administration, Authority, Government, Public sector,Société d'Economie Mixte Immobilière de Saintonge (SEMIS)"
1325,2022-12-12,Portugal,Lisbon,Lisbon,Rescue,In process of analysis,"Healthcare,Emergency service, Rescue,Instituto Nacional de Emergência Médica (INEM)"
1326,2022-12-12,Sweden,Borgholm,Borgholm,Municipality,In process of analysis,"Kalmar län, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,Kalmar lAn"
1327,2022-12-12,USA,Bridgewater NJ,NJ,School district,In process of analysis,"New Jersey, Somerset County, Administration, Authority, Government, Public sector,Bridgewater-Raritan Regional School District (BRRSD)"
1328,2022-12-12,USA,Sacramento CA,CA,Department of Finance,In process of analysis,"California, Sacramento County, Government,Administration, Authority, Government, Public sector,Finance, Money,California Department of Finance"
1329,2022-12-12,USA,Cerritos CA,CA,Software provider,In process of analysis,"California, Los Angeles County,Teqtivity"
1330,2022-12-12,USA,Tempe AZ,AZ,IT security solutions,In process of analysis,"Arizona, Maricopa County,Norton LifeLock"
1331,2022-12-13,Australia,Sydney NSW,NSW,Telecommunications provider,In process of analysis,"New South Wales,TPG Telecom / iiNet / Westnet"
1332,2022-12-13,Barbados,Bridgetown,Bridgetown,Hospital,In process of analysis,"Saint Michael, Healthcare,Clinic, Hospital,Queen Elizabeth Hospital (QEH)"
1333,2022-12-13,Belgium,Staden,Staden,Vehicles,In process of analysis,"Vlaanderen, West-Vlaanderen, Transportation,Automobile, Automotive, Cars,Mol CY sa"
1334,2022-12-13,Brazil,São Paulo,São Paulo,Mass transit,In process of analysis,"Transportation,Rapid Transit, Mass Transit, Public Transport,Bus,SPTrans"
1335,2022-12-13,Germany,Prackenbach,BY,Company,Ransomware,"Bavaria, Landkreis Regen"
1336,2022-12-14,Brazil,São Paulo,São Paulo,Water,In process of analysis,"Disposal, Utility,Aegea Saneamento"
1337,2022-12-14,Germany,Duisburg,NW,University,DDoS attack,"North Rhine-Westphalia, College, University, Research,Uni Duisburg-Essen"
1338,2022-12-14,United Kingdom,Bradford,Bradford,School,In process of analysis,"England, West Yorkshire, United Kingdom,Dixons Allerton Academy"
1339,2022-12-14,USA,Columbus OH,OH,Mass transit,In process of analysis,"Ohio, Franklin County, Transportation,Rapid Transit, Mass Transit, Public Transport,Bus,Central Ohio Transit Authority (COTA)"
1340,2022-12-14,USA,New York City NY,NY,TV streaming,In process of analysis,"New York, TV,fuboTV"
1341,2022-12-14,USA,Raleigh NC,NC,IT,In process of analysis,"North Carolina, Wake County, Durham County, Social media,Social Blade"
1342,2022-12-15,Australia,Melbourne VIC,VIC,Fire agency,In process of analysis,"Victoria, Administration, Authority, Government, Public sector,Emergency service, Rescue,Fire Rescue Victoria (FRV)"
1343,2022-12-15,Canada,Sault Ste. Marie ON,ON,School board,In process of analysis,"Ontario, Algoma District, Administration, Authority, Government, Public sector,Huron-Superior Catholic District School Board"
1344,2022-12-15,Japan,Osaka,Osaka,Construction site equipment supplier,Ransomware,"Construction,株式会社タカミヤ / Takamiya Co., Ltd."
1345,2022-12-15,Romania,Botoșani,Botoșani,Hospital,In process of analysis,"Healthcare,Clinic, Hospital,Spitalul de recuperare Sf.Gheorghe"
1346,2022-12-15,USA,New York City NY,NY,Restaurant IT,In process of analysis,"New York, Groceries, Food,SevenRooms"
1347,2022-12-16,Austria,Vienna,Vienna,Railroad company,In process of analysis,"Transportation,Railway,ÖBB,OBB"
1348,2022-12-16,Italy,Missing,Missing,Armed Forces,In process of analysis,"Italia,Armed Forces, Military,Administration, Authority, Government, Public sector"
1349,2022-12-16,New Zealand,Wellington,Wellington,Insurances,In process of analysis,"Finance, Money,Healthcare,MAS (Medical Assurance Society)"
1350,2022-12-16,USA,San Francisco CA,CA,Software development tool provider,In process of analysis,"California,CircleCI"
1351,2022-12-18,Brazil,São Paulo,São Paulo,Mass transit company,In process of analysis,"Transportation,Rapid Transit, Mass Transit, Public Transport,Companhia Paulista de Trens Metropolitanos (CPTM)"
1352,2022-12-18,Canada,Toronto ON,ON,Hospital,In process of analysis,"Ontario, Healthcare,Clinic, Hospital,SickKids"
1353,2022-12-18,Finland,Säkylä,Säkylä,Municipality,In process of analysis,"Satakunta, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,SAkylA"
1354,2022-12-19,Germany,Hamburg,HH,Cemeteries,In process of analysis,"Administration, Authority, Government, Public sector"
1355,2022-12-19,USA,Mount Vernon OH,OH,IT service provider,In process of analysis,"Ohio, Knox County,Dynamic Networks"
1356,2022-12-19,USA,Mount Vernon OH,OH,City government,In process of analysis,"Ohio, Knox County, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,City of Mount Vernon"
1357,2022-12-19,USA,Johnstown OH,OH,City government,In process of analysis,"Ohio, Licking County, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,City of Johnstown"
1358,2022-12-20,People's Republic of China,Shanghai,Shanghai,Cars,In process of analysis,"Automobile, Automotive, Cars,NIO Inc."
1359,2022-12-20,Germany,Essen,NW,Material trader,In process of analysis,"North Rhine-Westphalia,Thyssenkrupp Material Services"
1360,2022-12-20,India,Pune,Pune,Bank,In process of analysis,"Maharashtra, Finance, Money,State Bank of India"
1361,2022-12-20,Mauritius,Port Louis,Port Louis,"Radio, TV",In process of analysis,"TV,Broadcasting station,Top Fm, Top TV"
1362,2022-12-20,United Kingdom,London,London,Newspaper,In process of analysis,"United Kingdom,Newspaper,The Guardian"
1363,2022-12-20,USA,Newburgh NY,NY,College,In process of analysis,"New York, Orange County, College, University, Research,Mount Saint Mary College"
1364,2022-12-20,Germany,Karlstadt,BY,City,In process of analysis,"Bavaria, Landkreis Main-Spessart, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
1365,2022-12-20,Germany,Großenlüder,HE,Trading company,In process of analysis,"Hesse, Landkreis Fulda,Technolit GmbH,GrossenlUder"
1366,2022-12-20,USA,Commerce Township MI,MI,Plastics,In process of analysis,"Michigan, Oakland County,Sumitomo Bakelite North America"
1367,2022-12-22,Australia,Brisbane QLD,QLD,University,In process of analysis,"Queensland, College, University, Research,Queensland University of Technology (QUT)"
1368,2022-12-22,France,Asnières-sur-Seine,Asnières-sur-Seine,Insurance Broker,In process of analysis,"Île-de-France, Département Hauts-de-Seine, Finance, Money,AssurOne"
1369,2022-12-22,France,Paris,Paris,Park,In process of analysis,Établissement public du parc et de la Grande Halle de la Villette
1370,2022-12-22,Germany,Münster,NW,City vouchers,In process of analysis,"North Rhine-Westphalia, Administration, Authority, Government, Public sector,appylio,MUnster"
1371,2022-12-23,Germany,Zwickau,SN,University of applied sciences,In process of analysis,"Saxony, Landkreis Zwickau, College, University, Research"
1372,2022-12-23,Germany,Betzdorf,RP,Office equipment,In process of analysis,"Rhineland-Palatinate, Landkreis Altenkirchen,Schäfer Shop,SchAfer Shop"
1373,2022-12-23,Jersey,Missing,Missing,School,In process of analysis,De La Salle College
1374,2022-12-23,Netherlands,Haarlem,Haarlem,Educational institution,In process of analysis,"Noord-Holland,Nova College"
1375,2022-12-23,USA,Fall River MA,MA,Community college,In process of analysis,"Massachusetts, Bristol County,Bristol Community College"
1376,2022-12-24,United Kingdom,Glasgow,Glasgow,Car dealership,In process of analysis,"Scotland, Automobile, Automotive, Cars,United Kingdom,Retail,Arnold Clark"
1377,2022-12-24,Germany,Missing,Missing,Lottery companies,In process of analysis,
1378,2022-12-25,Portugal,Lisbon,Lisbon,Port,In process of analysis,"Transportation,Ports, Harbor, Harbour,Boats, Martime, Ships,Porto de Lisboa"
1379,2022-12-25,USA,Columbus OH,OH,Records management systems,In process of analysis,"Ohio, Franklin County, Administration, Authority, Government, Public sector,Cott Systems Inc"
1380,2022-12-26,Singapore,Missing,Missing,Crypto wallets,In process of analysis,"Finance, Money,BitKeep"
1381,2022-12-27,Brazil,Petrópolis,Petrópolis,City government,In process of analysis,"Estado do Rio de Janeiro, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall,Prefeitura Municipal de Petrópolis"
1382,2022-12-27,Canada,Vancouver BC,BC,Copper mining,In process of analysis,"British Columbia,Copper Mountain Mining Corporation (CMMC)"
1383,2022-12-27,Germany,Berlin,BE,Business development company,Ransomware,IBB Business Team
1384,2022-12-27,Italy,Alessandria,Alessandria,Hospital,In process of analysis,"Piedmont, Provincia di Alessandria, Healthcare,Italia,Clinic, Hospital,Azienda Ospedaliera SS. Antonio e Biagio e Cesare Arrigo"
1385,2022-12-27,Italy,Casalnuovo di Napoli,Casalnuovo di Napoli,IT service provider,In process of analysis,"Campania, Italia,Advanced Systems spa"
1386,2022-12-27,Netherlands,Missing,Missing,Political party,In process of analysis,"Politics,PVV"
1387,2022-12-27,USA,Greenwood Village,CO,Software,In process of analysis,"Colorado, Arapahoe County, Healthcare,Reventics"
1388,2022-12-27,USA,San Francisco CA,CA,Messaging,In process of analysis,"California,Slack"
1389,2022-12-28,United Kingdom,Neath,Neath,Further education,In process of analysis,"Wales, West Glamorgan, United Kingdom,Grŵp Colegau NPTC Group of Colleges"
1390,2022-12-29,Germany,Potsdam,BB,City government,In process of analysis,"Brandenburg, Administration, Authority, Government, Public sector,City administration, City government, municipality, town hall"
1391,2022-12-29,Germany,Hamburg,HH,University of applied sciences,In process of analysis,"College, University, Research,Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg),Hochschule fUr Angewandte Wissenschaften Hamburg (HAW Hamburg)"
